iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
23,"(25, 3)","(26, 3)",West,"[((25, 4), 'North', 1), ((24, 3), 'West', 1)]","[(25, 3), (27, 4), (28, 1), (35, 4), (33, 4), (31, 6)]","[(24, 3), (27, 4), (28, 1), (35, 4), (33, 4), (31, 6), (25, 4)]","[(31, 5), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (27, 2), (33, 3), (35, 3), (26, 3), (29, 5), (31, 2)]",16,26,26
24,"(24, 3)","(25, 3)",West,"[((23, 3), 'West', 1)]","[(24, 3), (27, 4), (28, 1), (35, 4), (33, 4), (31, 6), (25, 4)]","[(23, 3), (27, 4), (28, 1), (35, 4), (33, 4), (31, 6), (25, 4)]","[(31, 5), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",17,25,25
25,"(23, 3)","(24, 3)",West,"[((23, 2), 'South', 1), ((22, 3), 'West', 1)]","[(23, 3), (27, 4), (28, 1), (35, 4), (33, 4), (31, 6), (25, 4)]","[(23, 2), (22, 3), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",18,24,24
26,"(23, 2)","(23, 3)",South,"[((23, 1), 'South', 1)]","[(23, 2), (22, 3), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(23, 1), (22, 3), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",19,23,23
27,"(23, 1)","(23, 2)",South,"[((24, 1), 'East', 1), ((22, 1), 'West', 1)]","[(23, 1), (22, 3), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(22, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",20,22,22
28,"(22, 1)","(23, 1)",West,"[((21, 1), 'West', 1)]","[(22, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(21, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",21,21,21
29,"(21, 1)","(22, 1)",West,"[((20, 1), 'West', 1)]","[(21, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(20, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",22,20,20
30,"(20, 1)","(21, 1)",West,"[((19, 1), 'West', 1)]","[(20, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(19, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",23,19,19
31,"(19, 1)","(20, 1)",West,[],"[(19, 1), (22, 3), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(22, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",24,18,18
32,"(22, 3)","(23, 3)",West,"[((21, 3), 'West', 1)]","[(22, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(21, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",19,23,23
