iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
35,"(9, 4)","(10, 4)",West,"[((8, 4), 'West', 1)]","[(9, 4), (6, 3), (4, 8), (16, 6), (17, 3), (13, 1), (10, 2)]","[(6, 3), (4, 8), (16, 6), (17, 3), (13, 1), (10, 2), (8, 4)]","[(12, 4), (14, 4), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (16, 3), (6, 4), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (7, 8)]",8,0,8
36,"(6, 3)","(6, 4)",South,"[((7, 3), 'East', 1), ((5, 3), 'West', 1)]","[(6, 3), (4, 8), (16, 6), (17, 3), (13, 1), (10, 2), (8, 4)]","[(4, 8), (16, 6), (17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3)]","[(12, 4), (14, 4), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (16, 3), (6, 4), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",8,0,8
37,"(4, 8)","(5, 8)",West,"[((4, 7), 'South', 1)]","[(4, 8), (16, 6), (17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3)]","[(16, 6), (17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7)]","[(12, 4), (14, 4), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (16, 3), (6, 4), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
38,"(16, 6)","(16, 5)",North,"[((17, 6), 'East', 1), ((15, 6), 'West', 1)]","[(16, 6), (17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7)]","[(17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6)]","[(12, 4), (14, 4), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (16, 3), (6, 4), (16, 6), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
39,"(17, 3)","(16, 3)",East,"[((18, 3), 'East', 1)]","[(17, 3), (13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6)]","[(13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (16, 3), (6, 4), (16, 6), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
40,"(13, 1)","(13, 2)",South,"[((14, 1), 'East', 1)]","[(13, 1), (10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3)]","[(10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
41,"(10, 2)","(11, 2)",West,"[((10, 1), 'South', 1)]","[(10, 2), (8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1)]","[(8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 6), (12, 2), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
42,"(8, 4)","(9, 4)",West,"[((8, 3), 'South', 1)]","[(8, 4), (7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1)]","[(7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 6), (12, 2), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
43,"(7, 3)","(6, 3)",East,[],"[(7, 3), (5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3)]","[(5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (7, 6), (12, 2), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
44,"(5, 3)","(6, 3)",West,"[((4, 3), 'West', 1)]","[(5, 3), (4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3)]","[(4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (7, 6), (12, 2), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",9,0,9
45,"(4, 7)","(4, 8)",South,"[((3, 7), 'West', 1)]","[(4, 7), (17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3)]","[(17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7)]","[(12, 4), (14, 4), (17, 3), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
46,"(17, 6)","(16, 6)",East,"[((18, 6), 'East', 1)]","[(17, 6), (15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7)]","[(15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6)]","[(12, 4), (14, 4), (17, 3), (17, 6), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
47,"(15, 6)","(16, 6)",West,[],"[(15, 6), (18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6)]","[(18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6)]","[(12, 4), (14, 4), (17, 3), (17, 6), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (15, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
48,"(18, 3)","(17, 3)",East,"[((18, 4), 'North', 1)]","[(18, 3), (14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6)]","[(14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6), (18, 4)]","[(12, 4), (14, 4), (17, 3), (17, 6), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (18, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (15, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
49,"(14, 1)","(13, 1)",East,"[((15, 1), 'East', 1)]","[(14, 1), (10, 1), (8, 3), (4, 3), (3, 7), (18, 6), (18, 4)]","[(10, 1), (8, 3), (4, 3), (3, 7), (18, 6), (18, 4), (15, 1)]","[(12, 4), (14, 4), (14, 1), (17, 3), (17, 6), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (18, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (11, 6), (15, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
50,"(10, 1)","(10, 2)",South,"[((9, 1), 'West', 1)]","[(10, 1), (8, 3), (4, 3), (3, 7), (18, 6), (18, 4), (15, 1)]","[(8, 3), (4, 3), (3, 7), (18, 6), (18, 4), (15, 1), (9, 1)]","[(12, 4), (14, 4), (14, 1), (17, 3), (17, 6), (11, 2), (10, 6), (9, 8), (8, 6), (13, 2), (11, 8), (13, 5), (16, 4), (13, 8), (6, 5), (6, 8), (12, 3), (12, 6), (4, 8), (5, 3), (11, 4), (10, 2), (9, 4), (11, 7), (8, 8), (13, 4), (10, 8), (13, 7), (15, 4), (13, 1), (16, 3), (6, 4), (16, 6), (7, 3), (18, 3), (7, 6), (12, 2), (4, 7), (8, 4), (5, 8), (10, 4), (9, 6), (10, 1), (11, 6), (15, 6), (13, 6), (16, 5), (6, 6), (6, 3), (7, 8)]",10,0,10
