iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
40,"(27, 2)","(27, 3)",South,"[((27, 1), 'South', 1)]","['(27, 2)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(27, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (22, 5), (21, 13), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (25, 9), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",39,0,39
41,"(27, 1)","(27, 2)",South,"[((26, 1), 'West', 1)]","['(27, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(26, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (25, 9), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",40,0,40
42,"(26, 1)","(27, 1)",West,"[((25, 1), 'West', 1)]","['(26, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(25, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",41,0,41
43,"(25, 1)","(26, 1)",West,"[((24, 1), 'West', 1)]","['(25, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(24, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",42,0,42
44,"(24, 1)","(25, 1)",West,"[((23, 1), 'West', 1)]","['(24, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(23, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",43,0,43
45,"(23, 1)","(24, 1)",West,"[((23, 2), 'North', 1), ((22, 1), 'West', 1)]","['(23, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(23, 2)', '(22, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (23, 1), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",44,0,44
46,"(23, 2)","(23, 1)",North,[],"['(23, 2)', '(22, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(22, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (23, 1), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (23, 2), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",45,0,45
47,"(22, 1)","(23, 1)",West,"[((21, 1), 'West', 1)]","['(22, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(21, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (23, 1), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (22, 1), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (23, 2), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 7)]",45,0,45
48,"(21, 1)","(22, 1)",West,"[((20, 1), 'West', 1)]","['(21, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(20, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (23, 1), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (22, 1), (21, 9), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (23, 2), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 1), (21, 7)]",46,0,46
49,"(20, 1)","(21, 1)",West,"[((19, 1), 'West', 1)]","['(20, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","['(19, 1)', '(24, 11)', '(22, 7)', '(17, 10)', '(18, 11)']","[(21, 10), (23, 1), (22, 5), (21, 13), (27, 1), (27, 4), (27, 7), (27, 13), (17, 12), (27, 10), (25, 1), (25, 7), (24, 5), (25, 10), (25, 13), (22, 1), (21, 9), (20, 1), (20, 13), (18, 13), (21, 12), (21, 6), (27, 6), (17, 11), (27, 9), (27, 3), (27, 12), (26, 1), (25, 9), (24, 1), (25, 6), (25, 12), (26, 13), (21, 5), (23, 2), (21, 8), (23, 5), (21, 11), (27, 2), (27, 8), (27, 5), (27, 11), (17, 13), (19, 13), (25, 5), (25, 8), (25, 11), (21, 1), (21, 7)]",47,0,47
