iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
42,"(11, 9)","(12, 9)",West,"[((11, 8), 'South', 1)]","[(11, 9), (11, 7), (7, 7), (19, 11), (21, 13), (16, 7), (14, 7), (16, 11)]","[(11, 7), (7, 7), (19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8)]","[(12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 10), (15, 8), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (9, 10), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",18,0,18
43,"(11, 7)","(10, 7)",East,"[((11, 6), 'South', 1)]","[(11, 7), (7, 7), (19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8)]","[(7, 7), (19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6)]","[(12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 10), (15, 8), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",18,0,18
44,"(7, 7)","(8, 7)",West,"[((6, 7), 'West', 1)]","[(7, 7), (19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6)]","[(19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7)]","[(12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",18,0,18
45,"(19, 11)","(19, 12)",South,"[((20, 11), 'East', 1), ((18, 11), 'West', 1)]","[(19, 11), (21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7)]","[(21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11)]","[(12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",18,0,18
46,"(21, 13)","(20, 13)",East,"[((22, 13), 'East', 1)]","[(21, 13), (16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11)]","[(16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13)]","[(21, 13), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",18,0,18
47,"(16, 7)","(15, 7)",East,"[((17, 7), 'East', 1)]","[(16, 7), (14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13)]","[(14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7)]","[(21, 13), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 7), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",19,0,19
48,"(14, 7)","(15, 7)",West,"[((13, 7), 'West', 1)]","[(14, 7), (16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7)]","[(16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7)]","[(21, 13), (14, 7), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 7), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11)]",19,0,19
49,"(16, 11)","(16, 10)",North,"[((17, 11), 'East', 1)]","[(16, 11), (11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7)]","[(11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7), (17, 11)]","[(21, 13), (14, 7), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (13, 11), (11, 11), (16, 7), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11), (16, 11)]",19,0,19
50,"(11, 8)","(11, 9)",South,[],"[(11, 8), (11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7), (17, 11)]","[(11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7), (17, 11)]","[(21, 13), (14, 7), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (11, 8), (13, 11), (11, 11), (16, 7), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11), (16, 11)]",19,0,19
51,"(11, 6)","(11, 7)",South,"[((11, 5), 'South', 1)]","[(11, 6), (6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7), (17, 11)]","[(6, 7), (20, 11), (18, 11), (22, 13), (17, 7), (13, 7), (17, 11), (11, 5)]","[(21, 13), (14, 7), (12, 13), (14, 10), (14, 13), (9, 8), (19, 12), (9, 11), (11, 8), (13, 11), (11, 11), (16, 7), (16, 10), (15, 8), (7, 7), (16, 13), (7, 10), (20, 13), (7, 13), (18, 13), (12, 9), (14, 9), (9, 7), (19, 11), (9, 10), (11, 7), (10, 11), (9, 13), (11, 13), (16, 9), (15, 7), (15, 13), (13, 13), (7, 9), (7, 12), (12, 11), (14, 11), (9, 9), (8, 7), (17, 13), (11, 9), (10, 7), (10, 13), (11, 6), (8, 13), (11, 12), (13, 9), (19, 13), (15, 9), (7, 11), (16, 11)]",19,0,19
