iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
39,"(27, 3)","(28, 3)",West,"[((27, 4), 'North', 1), ((27, 2), 'South', 1), ((26, 3), 'West', 1)]","['(27, 3)', '(31, 2)', '(34, 1)']","['(27, 4)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (28, 3), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",14,0,14
40,"(27, 4)","(27, 3)",North,"[((27, 5), 'North', 1)]","['(27, 4)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(27, 5)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",15,0,15
41,"(27, 5)","(27, 4)",North,"[((27, 6), 'North', 1)]","['(27, 5)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(27, 6)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",16,0,16
42,"(27, 6)","(27, 5)",North,"[((27, 7), 'North', 1)]","['(27, 6)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(27, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",17,0,17
43,"(27, 7)","(27, 6)",North,"[((28, 7), 'East', 1)]","['(27, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(28, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",18,0,18
44,"(28, 7)","(27, 7)",East,"[((29, 7), 'East', 1)]","['(28, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(29, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",19,0,19
45,"(29, 7)","(28, 7)",East,"[((29, 8), 'North', 1)]","['(29, 7)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(29, 8)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (29, 7), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11)]",20,0,20
46,"(29, 8)","(29, 7)",North,"[((29, 9), 'North', 1)]","['(29, 8)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(29, 9)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (29, 7), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (31, 6), (31, 3), (31, 9), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11), (29, 8)]",21,0,21
47,"(29, 9)","(29, 8)",North,[],"['(29, 9)', '(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (29, 7), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (29, 9), (31, 6), (31, 3), (31, 9), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11), (29, 8)]",22,0,22
48,"(27, 2)","(27, 3)",South,"[((27, 1), 'South', 1)]","['(27, 2)', '(26, 3)', '(31, 2)', '(34, 1)']","['(27, 1)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (29, 7), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (29, 9), (31, 6), (31, 3), (31, 9), (27, 2), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11), (29, 8)]",15,0,15
49,"(27, 1)","(27, 2)",South,"[((28, 1), 'East', 1)]","['(27, 1)', '(26, 3)', '(31, 2)', '(34, 1)']","['(28, 1)', '(26, 3)', '(31, 2)', '(34, 1)']","[(31, 5), (31, 11), (31, 8), (34, 7), (27, 1), (27, 4), (28, 3), (27, 7), (33, 5), (32, 3), (35, 2), (32, 9), (33, 11), (35, 5), (35, 11), (29, 4), (29, 7), (31, 4), (31, 7), (34, 3), (31, 10), (34, 9), (27, 6), (27, 3), (30, 5), (33, 4), (30, 11), (33, 7), (35, 4), (35, 1), (35, 7), (33, 10), (35, 10), (29, 3), (29, 9), (31, 6), (31, 3), (31, 9), (27, 2), (28, 7), (27, 5), (33, 3), (33, 9), (33, 6), (35, 3), (35, 9), (29, 5), (29, 11), (29, 8)]",16,0,16
